,args/text_summary_wall_time,args/text_summary_step,args/text_summary_value,model_config/text_summary_wall_time,model_config/text_summary_step,model_config/text_summary_value,train/loss_wall_time,train/loss_step,train/loss_value,train/grad_norm_wall_time,train/grad_norm_step,train/grad_norm_value,train/learning_rate_wall_time,train/learning_rate_step,train/learning_rate_value,train/epoch_wall_time,train/epoch_step,train/epoch_value,eval/loss_wall_time,eval/loss_step,eval/loss_value,eval/bleu_wall_time,eval/bleu_step,eval/bleu_value,eval/brevity_penalty_wall_time,eval/brevity_penalty_step,eval/brevity_penalty_value,eval/length_ratio_wall_time,eval/length_ratio_step,eval/length_ratio_value,eval/translation_length_wall_time,eval/translation_length_step,eval/translation_length_value,eval/reference_length_wall_time,eval/reference_length_step,eval/reference_length_value,eval/f1 macro_wall_time,eval/f1 macro_step,eval/f1 macro_value,eval/f1 micro_wall_time,eval/f1 micro_step,eval/f1 micro_value,eval/f1 weighted_wall_time,eval/f1 weighted_step,eval/f1 weighted_value,eval/runtime_wall_time,eval/runtime_step,eval/runtime_value,eval/samples_per_second_wall_time,eval/samples_per_second_step,eval/samples_per_second_value,eval/steps_per_second_wall_time,eval/steps_per_second_step,eval/steps_per_second_value,train/train_runtime_wall_time,train/train_runtime_step,train/train_runtime_value,train/train_samples_per_second_wall_time,train/train_samples_per_second_step,train/train_samples_per_second_value,train/train_steps_per_second_wall_time,train/train_steps_per_second_step,train/train_steps_per_second_value,train/total_flos_wall_time,train/total_flos_step,train/total_flos_value,train/train_loss_wall_time,train/train_loss_step,train/train_loss_value
10,,,,,,,1716418185.7833765,550.0,0.03020000085234642,1716418185.7834072,550.0,0.2759118974208832,1716418185.783421,550.0,3.369648402440362e-05,1716415380.8337116,300,0.1599999964237213,1716418614.4981585,550.0,0.08079538494348526,1716418614.4981954,550.0,0.9850701093673706,1716418614.4983592,550.0,1.0,1716418614.498388,550.0,1.0018476247787476,1716418614.4984214,550.0,729838.0,1716418614.4984384,550.0,728492.0,1716418614.4984546,550.0,1.7513838201921317e-06,1716418614.4984758,550.0,9.681150913820602e-06,1716418614.4984884,550.0,9.684912583907135e-06,1716418614.4984987,550.0,428.7120056152344,1716418614.4985209,550.0,1.121999979019165,1716418614.49853,550.0,1.121999979019165,,,,,,,,,,,,,,,
11,,,,,,,1716418742.7763906,600.0,0.032499998807907104,1716418742.7764266,600.0,0.19990918040275574,1716418742.7764587,600.0,3.354319051140919e-05,1716415808.7577405,300,0.1599999964237213,1716419170.2201385,600.0,0.0773787647485733,1716419170.2201674,600.0,0.9867507219314575,1716419170.2203317,600.0,1.0,1716419170.2203507,600.0,1.0009746551513672,1716419170.2203636,600.0,729202.0,1716419170.220374,600.0,728492.0,1716419170.220384,600.0,1.7727520571497735e-06,1716419170.2203934,600.0,9.681150913820602e-06,1716419170.2204025,600.0,9.687062629382126e-06,1716419170.220411,600.0,427.44110107421875,1716419170.2204196,600.0,1.125,1716419170.220428,600.0,1.125,,,,,,,,,,,,,,,
12,,,,,,,1716419296.7051964,650.0,0.1437000036239624,1716419296.7052386,650.0,0.30830663442611694,1716419296.7052531,650.0,3.338990063639358e-05,1716415938.2851572,350,0.18000000715255737,1716419725.0233696,650.0,0.0670902356505394,1716419725.0233877,650.0,0.9863460063934326,1716419725.0234838,650.0,1.0,1716419725.0235121,650.0,1.0021358728408813,1716419725.0235229,650.0,730048.0,1716419725.0235462,650.0,728492.0,1716419725.0235713,650.0,1.7521617792226607e-06,1716419725.0235953,650.0,9.681150913820602e-06,1716419725.0236044,650.0,9.689213584351819e-06,1716419725.0236137,650.0,428.3153991699219,1716419725.023623,650.0,1.1230000257492065,1716419725.0236976,650.0,1.1230000257492065,,,,,,,,,,,,,,,
13,,,,,,,1716419860.575193,700.0,0.03579999879002571,1716419860.5752382,700.0,0.36926209926605225,1716419860.575252,700.0,3.323661076137796e-05,1716416366.7255282,350,0.18000000715255737,1716420287.9180512,700.0,0.0669391006231308,1716420287.918088,700.0,0.986295223236084,1716420287.9181588,700.0,1.0,1716420287.9181936,700.0,1.0017940998077393,1716420287.9182203,700.0,729799.0,1716420287.9182308,700.0,728492.0,1716420287.9182413,700.0,0.0002886426809709519,1716420287.918251,700.0,1.0891295460169204e-05,1716420287.9182603,700.0,1.1402415111660957e-05,1716420287.9182694,700.0,427.3398132324219,1716420287.9182787,700.0,1.1260000467300415,1716420287.918331,700.0,1.1260000467300415,,,,,,,,,,,,,,,
14,,,,,,,1716420418.5178306,750.0,0.032499998807907104,1716420418.517879,750.0,0.7006329894065857,1716420418.517894,750.0,3.308331724838354e-05,1716416504.801239,400,0.20999999344348907,1716420846.5710037,750.0,0.06441178917884827,1716420846.5710237,750.0,0.9866998791694641,1716420846.5711136,750.0,1.0,1716420846.5711596,750.0,1.002281904220581,1716420846.5711737,750.0,729990.0,1716420846.5711975,750.0,728328.0,1716420846.5712073,750.0,0.000289808347588405,1716420846.5712168,750.0,1.0891295460169204e-05,1716420846.5712264,750.0,1.1412076673877891e-05,1716420846.5712357,750.0,428.0505065917969,1716420846.5712452,750.0,1.1239999532699585,1716420846.5713313,750.0,1.1239999532699585,,,,,,,,,,,,,,,
15,,,,,,,1716420978.1062267,800.0,0.03909999877214432,1716420978.1062715,800.0,0.17860208451747894,1716420978.1063068,800.0,3.293002737336792e-05,1716416932.7750878,400,0.20999999344348907,1716421406.1371367,800.0,0.06563833355903625,1716421406.1371784,800.0,0.9885652661323547,1716421406.1373246,800.0,1.0,1716421406.1373403,800.0,1.0007399320602417,1716421406.137352,800.0,728929.0,1716421406.1373622,800.0,728390.0,1716421406.1373723,800.0,0.00029395605088211596,1716421406.1373816,800.0,1.0891295460169204e-05,1716421406.1374042,800.0,1.140724361903267e-05,1716421406.1374128,800.0,428.0281982421875,1716421406.1374216,800.0,1.1239999532699585,1716421406.1374302,800.0,1.1239999532699585,,,,,,,,,,,,,,,
16,,,,,,,1716421537.1928809,850.0,0.03139999881386757,1716421537.1929421,850.0,0.12293323874473572,1716421537.192966,850.0,3.2776737498352304e-05,1716417057.1094506,450,0.23000000417232513,1716421965.6227875,850.0,0.06547443568706512,1716421965.6228163,850.0,0.9868777394294739,1716421965.6229038,850.0,1.0,1716421965.6229432,850.0,1.002082347869873,1716421965.622955,850.0,730009.0,1716421965.6229653,850.0,728492.0,1716421965.6229877,850.0,0.00029039342189207673,1716421965.6229966,850.0,1.0891295460169204e-05,1716421965.6230054,850.0,1.1409928447392303e-05,1716421965.6230142,850.0,428.427001953125,1716421965.6230226,850.0,1.1230000257492065,1716421965.6230745,850.0,1.1230000257492065,,,,,,,,,,,,,,,
17,,,,,,,1716422099.290735,900.0,0.04280000180006027,1716422099.2907608,900.0,0.1408737450838089,1716422099.2907894,900.0,3.262344398535788e-05,1716417485.420517,450,0.23000000417232513,1716422528.608934,900.0,0.06275045871734619,1716422528.6089594,900.0,0.9871901273727417,1716422528.6091418,900.0,1.0,1716422528.6091633,900.0,1.0014508962631226,1716422528.6091824,900.0,729549.0,1716422528.609201,900.0,728492.0,1716422528.609219,900.0,1.8147441096516559e-06,1716422528.6092372,900.0,9.681150913820602e-06,1716422528.609255,900.0,9.679003596829716e-06,1716422528.6092732,900.0,429.3153991699219,1716422528.6092908,900.0,1.1200000047683716,1716422528.6093087,900.0,1.1200000047683716,,,,,,,,,,,,,,,
18,,,,,,,1716422664.2288969,950.0,0.028999999165534973,1716422664.2289212,950.0,0.31833842396736145,1716422664.2289343,950.0,3.2470154110342264e-05,1716417614.6585996,500,0.25999999046325684,1716423093.2946742,950.0,0.06415227800607681,1716423093.2947047,950.0,0.9890371561050415,1716423093.2948103,950.0,1.0,1716423093.2948651,950.0,1.000680923461914,1716423093.2948983,950.0,728942.0,1716423093.2949166,950.0,728446.0,1716423093.2949347,950.0,1.800819063646486e-06,1716423093.2949529,950.0,9.681150913820602e-06,1716423093.294971,950.0,9.683300049800891e-06,1716423093.2949889,950.0,429.0631103515625,1716423093.2950065,950.0,1.121000051498413,1716423093.2950978,950.0,1.121000051498413,,,,,,,,,,,,,,,
19,,,,,,,1716423229.9402082,1000.0,0.024399999529123306,1716423229.9402335,1000.0,0.15050624310970306,1716423229.9402473,1000.0,3.231686059734784e-05,1716418044.1776395,500,0.25999999046325684,1716423659.215427,1000.0,0.06182347238063812,1716423659.2154615,1000.0,0.9881104826927185,1716423659.2155366,1000.0,1.0,1716423659.2155752,1000.0,1.0010172128677368,1716423659.2156224,1000.0,729233.0,1716423659.2156415,1000.0,728492.0,1716423659.2156582,1000.0,1.8082547512676683e-06,1716423659.2156775,1000.0,9.681150913820602e-06,1716423659.2156887,1000.0,9.68383756116964e-06,1716423659.215698,1000.0,429.272705078125,1716423659.2157068,1000.0,1.1200000047683716,1716423659.2158706,1000.0,1.1200000047683716,,,,,,,,,,,,,,,
20,,,,,,,1716423790.7973986,1050.0,0.03700000047683716,1716423790.7974236,1050.0,0.14115814864635468,1716423790.7974615,1050.0,3.2163570722332224e-05,1716418185.783432,550,0.28999999165534973,1716424219.4483652,1050.0,0.06149753928184509,1716424219.448416,1050.0,0.9877450466156006,1716424219.4486103,1050.0,1.0,1716424219.448632,1050.0,1.0014605522155762,1716424219.4486513,1050.0,729556.0,1716424219.4486692,1050.0,728492.0,1716424219.4486873,1050.0,1.8338982954446692e-06,1716424219.4487052,1050.0,9.681150913820602e-06,1716424219.4487233,1050.0,9.681150913820602e-06,1716424219.4487412,1050.0,428.6482849121094,1716424219.448759,1050.0,1.121999979019165,1716424219.4487767,1050.0,1.121999979019165,,,,,,,,,,,,,,,
21,,,,,,,1716424351.271362,1100.0,0.041600000113248825,1716424351.2714086,1100.0,0.1354815512895584,1716424351.2714458,1100.0,3.201028084731661e-05,1716418614.4986703,550,0.28999999165534973,1716424780.8618956,1100.0,0.06171168386936188,1716424780.8619153,1100.0,0.9880514740943909,1716424780.8620808,1100.0,1.0,1716424780.8621256,1100.0,1.0012106895446777,1716424780.8621373,1100.0,729374.0,1716424780.8621473,1100.0,728492.0,1716424780.8621576,1100.0,1.8194720041719847e-06,1716424780.8621674,1100.0,9.681150913820602e-06,1716424780.8621767,1100.0,9.684375072538387e-06,1716424780.8621862,1100.0,429.5880126953125,1716424780.862209,1100.0,1.1200000047683716,1716424780.862218,1100.0,1.1200000047683716,,,,,,,,,,,,,,,
22,,,,,,,1716424915.454313,1150.0,0.027699999511241913,1716424915.4543388,1150.0,0.28204846382141113,1716424915.4543583,1150.0,3.1856987334322184e-05,1716418742.776471,600,0.3100000023841858,1716425344.0588775,1150.0,0.06177384406328201,1716425344.0589163,1150.0,0.9892866611480713,1716425344.0590985,1150.0,1.0,1716425344.0591404,1150.0,1.0005106925964355,1716425344.0591612,1150.0,728730.0,1716425344.0591946,1150.0,728358.0,1716425344.0592248,1150.0,1.8109401480614906e-06,1716425344.0592568,1150.0,9.681150913820602e-06,1716425344.059288,1150.0,9.67846699495567e-06,1716425344.059311,1150.0,428.6015930175781,1716425344.05932,1150.0,1.121999979019165,1716425344.0593288,1150.0,1.121999979019165,,,,,,,,,,,,,,,
23,,,,,,,1716425477.1964715,1200.0,0.02879999950528145,1716425477.1965048,1200.0,0.16796346008777618,1716425477.1965249,1200.0,3.170369745930657e-05,1716419170.2205381,600,0.3100000023841858,1716425906.4752905,1200.0,0.05960607901215553,1716425906.4753137,1200.0,0.9888942837715149,1716425906.4753692,1200.0,1.0,1716425906.475382,1200.0,1.001183271408081,1716425906.4753923,1200.0,729334.0,1716425906.4754012,1200.0,728472.0,1716425906.4754102,1200.0,1.8147441096516559e-06,1716425906.4754188,1200.0,9.681150913820602e-06,1716425906.4754276,1200.0,9.679003596829716e-06,1716425906.475436,1200.0,429.27630615234375,1716425906.4754448,1200.0,1.1200000047683716,1716425906.4755251,1200.0,1.1200000047683716,,,,,,,,,,,,,,,
24,,,,,,,1716426039.9253948,1250.0,0.04619999974966049,1716426039.9254177,1250.0,0.1957610696554184,1716426039.9254303,1250.0,3.155040758429095e-05,1716419296.7052777,650,0.3400000035762787,1716426470.4274735,1250.0,0.058076802641153336,1716426470.4274912,1250.0,0.9901062250137329,1716426470.4275463,1250.0,1.0,1716426470.4275587,1250.0,1.0009320974349976,1716426470.427569,1250.0,729171.0,1716426470.4275782,1250.0,728492.0,1716426470.427587,1250.0,1.8218937611891306e-06,1716426470.427596,1250.0,9.681150913820602e-06,1716426470.427605,1250.0,9.677392881712876e-06,1716426470.4276137,1250.0,430.5,1716426470.4276223,1250.0,1.1169999837875366,1716426470.4277008,1250.0,1.1169999837875366,,,,,,,,,,,,,,,
25,,,,,,,1716426603.4575746,1300.0,0.05339999869465828,1716426603.4575982,1300.0,0.11415797472000122,1716426603.4576113,1300.0,3.139711407129653e-05,1716419725.0238082,650,0.3400000035762787,1716427033.7766292,1300.0,0.05571712553501129,1716427033.7766514,1300.0,0.9888546466827393,1716427033.7767053,1300.0,1.0,1716427033.7767181,1300.0,1.001214861869812,1716427033.7767293,1300.0,729377.0,1716427033.7767391,1300.0,728492.0,1716427033.7767482,1300.0,1.8538640915721771e-06,1716427033.776757,1300.0,9.681150913820602e-06,1716427033.7767656,1300.0,9.685450095275883e-06,1716427033.7767744,1300.0,430.3168029785156,1716427033.7767828,1300.0,1.1180000305175781,1716427033.7768896,1300.0,1.1180000305175781,,,,,,,,,,,,,,,
26,,,,,,,1716427153.300379,1350.0,0.03500000014901161,1716427153.3004026,1350.0,0.18044957518577576,1716427153.3004148,1350.0,3.124382419628091e-05,1716419860.5752685,700,0.36000001430511475,1716427584.5399766,1350.0,0.05948701500892639,1716427584.5399928,1350.0,0.9888415932655334,1716427584.540038,1350.0,1.0,1716427584.5400496,1350.0,1.0005587339401245,1716427584.5400593,1350.0,728793.0,1716427584.5400684,1350.0,728386.0,1716427584.5400777,1350.0,1.837797185544332e-06,1716427584.540086,1350.0,9.681150913820602e-06,1716427584.5400944,1350.0,9.68168842518935e-06,1716427584.5401027,1350.0,431.23748779296875,1716427584.540111,1350.0,1.1150000095367432,1716427584.540194,1350.0,1.1150000095367432,,,,,,,,,,,,,,,
27,,,,,,,1716427718.0676851,1400.0,0.05460000038146973,1716427718.0677145,1400.0,0.2264057695865631,1716427718.067728,1400.0,3.109053068328649e-05,1716420287.9184256,700,0.36000001430511475,1716428150.5603476,1400.0,0.05748478323221207,1716428150.5603728,1400.0,0.9890003204345703,1716428150.5604675,1400.0,1.0,1716428150.5604823,1400.0,1.0015169382095337,1716428150.5604937,1400.0,729557.0,1716428150.5605037,1400.0,728452.0,1716428150.5605133,1400.0,1.8344071577303112e-06,1716428150.5605223,1400.0,9.681150913820602e-06,1716428150.5605311,1400.0,9.68383756116964e-06,1716428150.56054,1400.0,432.4906005859375,1716428150.5605483,1400.0,1.1119999885559082,1716428150.5605571,1400.0,1.1119999885559082,,,,,,,,,,,,,,,
28,,,,,,,1716428286.9781702,1450.0,0.02160000056028366,1716428286.9782016,1450.0,0.479830265045166,1716428286.9782226,1450.0,3.093724080827087e-05,1716420418.5179222,750,0.38999998569488525,1716428716.2354407,1450.0,0.058940988034009933,1716428716.235469,1450.0,0.9881969690322876,1716428716.2355702,1450.0,1.0,1716428716.2355852,1450.0,1.0013878345489502,1716428716.2355967,1450.0,729503.0,1716428716.235606,1450.0,728492.0,1716428716.2356153,1450.0,1.8285954865859821e-06,1716428716.235624,1450.0,9.681150913820602e-06,1716428716.235633,1450.0,9.673101885709912e-06,1716428716.2356417,1450.0,429.2550048828125,1716428716.2356503,1450.0,1.121000051498413,1716428716.2356591,1450.0,1.121000051498413,,,,,,,,,,,,,,,
29,,,,,,,1716428846.872538,1500.0,0.029200000688433647,1716428846.872562,1500.0,0.13119810819625854,1716428846.8725739,1500.0,3.0783950933255255e-05,1716420846.5715003,750,0.38999998569488525,1716429277.3304517,1500.0,0.05857721343636513,1716429277.330475,1500.0,0.9895302653312683,1716429277.3305268,1500.0,1.0,1716429277.3305395,1500.0,1.0012999773025513,1716429277.3305502,1500.0,729439.0,1716429277.3305593,1500.0,728492.0,1716429277.3305686,1500.0,1.8266554207002628e-06,1716429277.3305774,1500.0,9.681150913820602e-06,1716429277.3305862,1500.0,9.682762538432144e-06,1716429277.3305948,1500.0,430.4556884765625,1716429277.3306046,1500.0,1.1169999837875366,1716429277.330684,1500.0,1.1169999837875366,,,,,,,,,,,,,,,
30,,,,,,,1716429414.4342437,1550.0,0.01940000057220459,1716429414.4342663,1550.0,0.13615606725215912,1716429414.434279,1550.0,3.063065742026083e-05,1716420978.1063259,800,0.41999998688697815,1716429845.3234844,1550.0,0.059580300003290176,1716429845.3234992,1550.0,0.9892845153808594,1716429845.323546,1550.0,1.0,1716429845.323557,1550.0,1.0012258291244507,1716429845.3235664,1550.0,729385.0,1716429845.3235745,1550.0,728492.0,1716429845.323583,1550.0,1.822803483264579e-06,1716429845.3235912,1550.0,9.681150913820602e-06,1716429845.3235993,1550.0,9.682225936558098e-06,1716429845.3236074,1550.0,430.8870849609375,1716429845.3236158,1550.0,1.1160000562667847,1716429845.323691,1550.0,1.1160000562667847,,,,,,,,,,,,,,,
31,,,,,,,1716429975.3646338,1600.0,0.019200000911951065,1716429975.3646564,1600.0,0.17658281326293945,1716429975.3646686,1600.0,3.0477367545245215e-05,1716421406.1375525,800,0.41999998688697815,1716430405.4791234,1600.0,0.059964828193187714,1716430405.4791448,1600.0,0.9890664219856262,1716430405.4791987,1600.0,1.0,1716430405.4792113,1600.0,1.0009032487869263,1716430405.4792216,1600.0,729150.0,1716430405.4792302,1600.0,728492.0,1716430405.479239,1600.0,1.821792693590396e-06,1716430405.4792473,1600.0,9.681150913820602e-06,1716430405.479256,1600.0,9.67685627983883e-06,1716430405.479264,1600.0,430.1123046875,1716430405.4792721,1600.0,1.1180000305175781,1716430405.4793465,1600.0,1.1180000305175781,,,,,,,,,,,,,,,
32,,,,,,,1716430540.3990128,1650.0,0.02290000021457672,1716430540.3990364,1650.0,0.1341363936662674,1716430540.3990479,1650.0,3.0324075851240195e-05,1716421537.1929789,850,0.4399999976158142,1716430970.0634067,1650.0,0.06157210096716881,1716430970.0634298,1650.0,0.9895757436752319,1716430970.0635324,1650.0,1.0,1716430970.0635462,1650.0,1.0001689195632935,1716430970.0635576,1650.0,728383.0,1716430970.0635798,1650.0,728260.0,1716430970.0635889,1650.0,1.8415078102407278e-06,1716430970.063598,1650.0,9.681150913820602e-06,1716430970.063606,1650.0,9.681150913820602e-06,1716430970.0636141,1650.0,429.66229248046875,1716430970.0636225,1650.0,1.11899995803833,1716430970.063723,1650.0,1.11899995803833,,,,,,,,,,,,,,,
